Unnamed: 0,X,commit_id,author_date,bugcount,fixcount,la,ld,nf,nd,ns,ent,revd,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,oexp,arexp,rrexp,orexp,asexp,rsexp,osexp,asawr,rsawr,osawr,churn,buggy,fix,bugdens,strata,project
14196,14196,863ae9f484089aa5d9e576255b39288da82c1100,1379105804,0,1,45,14,3,3,1,0.6510976008971789,TRUE,4.0,997784.0,10.0,False,73,246817.0,185,3.0,127,1086.0,1100.0,126,988.0,1001.0,114,942.0,949.0,0.11546184738955803,0.946787148594378,0.953815261044177,59,FALSE,TRUE,0.0,7,openstack/cinder
14197,14197,863b3e45401becbd4ad7452f2bdf43ec2ff87732,1370569069,0,0,11,11,4,3,1,0.9115339911368308,TRUE,2.0,357819.0,4.0,False,75,1149102.0,184,3.0,119,2345.0,2390.0,119,2010.0,2055.0,116,2110.0,2153.0,0.0245180217937972,0.442372170997485,0.45138306789606,22,FALSE,FALSE,0.0,6,openstack/nova
14198,14198,863b6afe12fb409f4866299bb7c975db7c2ad72e,1337200805,0,0,119,45,3,4,1,0.7190168614497049,TRUE,12.0,5713966.0,15.0,False,2,346582.5,2,3.0,356,439.0,497.0,355,438.0,496.0,4,6.0,6.0,0.7142857142857142,1.0,1.0,164,FALSE,FALSE,0.0,1,openstack/cinder
14201,14201,86436a661b4cdb2aedc3c55ce37ba38c03f37e3f,1353449359,1,0,46,38,3,3,1,0.69534713301261,TRUE,6.0,-19523461.0,12.0,False,12,304157.333333333,36,3.0,464,435.0,518.0,456,425.0,508.0,405,373.0,446.0,0.8601694915254241,0.7923728813559321,0.947033898305085,84,TRUE,FALSE,0.0119047619047619,3,openstack/neutron
14202,14202,8644584eb6daf4d2870cee9bba5b849bc37e36d0,1342593156,0,0,62,0,1,1,1,0.0,TRUE,4.0,687810.0,7.0,False,9,156307.0,14,2.0,0,597.0,597.0,0,597.0,597.0,0,480.0,480.0,0.000526315789473684,0.253157894736842,0.253157894736842,62,FALSE,FALSE,0.0,2,openstack/nova
14203,14203,8645a462384477c1cd825b694d7ae27275daab6d,1384037297,1,0,14,14,1,1,1,0.0,TRUE,3.0,1036932.0,15.0,False,131,61909.0,362,8.0,1384,2295.0,3325.0,1147,1982.0,2806.0,1337,1391.0,2379.0,0.204212454212454,0.212454212454212,0.36324786324786296,28,TRUE,FALSE,0.0357142857142857,7,openstack/nova
14204,14204,86487bfca695fb2dbf3e1ad435b5dcc837e3314d,1370676139,4,0,469,0,0,2,1,0.8872032181899159,TRUE,3.0,1499332.0,4.0,False,1,3451377.0,1,2.0,90,479.0,569.0,90,434.0,524.0,2,457.0,459.0,0.000626304801670146,0.095615866388309,0.0960334029227557,469,TRUE,FALSE,0.00852878464818763,6,openstack/nova
14205,14205,865243c16751e18e28b60ef03ecaada44c22cd13,1389715118,0,0,2,1,1,1,1,0.0,TRUE,3.0,401660.0,10.0,False,17,2746057.0,50,4.0,1,572.0,573.0,1,516.0,517.0,0,438.0,438.0,0.00137551581843191,0.603851444291609,0.603851444291609,3,FALSE,FALSE,0.0,8,openstack/swift
14206,14206,8652d71ade5e778da7c5934cc313f9c85443a0ce,1355510040,0,0,27,2,0,1,1,0.0,FALSE,,,,,0,0.0,0,,0,,,0,,,0,,,0.0,0.0,0.0,29,FALSE,FALSE,0.0,4,openstack/nova
14207,14207,86544fad81f95b74407a76bea8b081f490e2832f,1358115894,0,0,27,80,5,4,1,0.8429354077254609,TRUE,2.0,100123.0,3.0,False,122,170828.8,717,2.0,579,1477.0,1801.0,507,1414.0,1680.0,560,1373.0,1687.0,0.15869872701555898,0.388684582743989,0.477510608203678,107,FALSE,FALSE,0.0,4,openstack/nova
14212,14212,86617741bcbe040cc95f1fb733525895725279b3,1384931822,1,0,2,2,2,2,1,1.0,TRUE,3.0,1309212.0,19.0,False,5,7138585.5,5,9.0,46,1236.0,1277.0,36,1129.0,1161.0,3,498.0,498.0,0.007181328545780971,0.8958707360861758,0.8958707360861758,4,TRUE,FALSE,0.25,7,openstack/neutron
14217,14217,866cb846f5310e1ad36181e64e7d59ba54d9fd40,1367614242,0,0,117,224,5,3,1,0.6111138841569251,TRUE,17.0,2201072.0,8.0,False,28,547707.0,127,2.0,44,289.0,299.0,44,242.0,252.0,41,152.0,160.0,0.0531645569620253,0.19367088607594896,0.20379746835443,341,FALSE,FALSE,0.0,5,openstack/glance
14218,14218,866ddac06afb9329a12e04cb65b3a3feb2c6db51,1375194271,0,0,7,21,1,1,1,0.0,TRUE,3.0,524798.0,9.0,False,2,4029128.0,2,4.0,336,1063.0,1347.0,278,939.0,1171.0,278,980.0,1208.0,0.0512584971523057,0.180231489987139,0.222120154326658,28,FALSE,FALSE,0.0,6,openstack/nova
14220,14220,866e99b51f6fd1dbd0af399a3391195926fe72ef,1330831268,0,0,13,6,1,1,1,0.0,TRUE,3.0,217195.0,3.0,False,2,3012850.0,2,3.0,48,56.0,61.0,48,56.0,61.0,46,53.0,58.0,0.796610169491525,0.915254237288136,1.0,19,FALSE,FALSE,0.0,1,openstack/swift
14221,14221,8679b2c8e7f9fddc31a74ad00f6705bca00a762b,1378323686,0,0,37,26,3,3,1,0.7746636954125858,TRUE,3.0,1651084.0,8.0,False,104,106497.0,311,6.0,1821,3042.0,4300.0,1287,2798.0,3617.0,1707,2570.0,3736.0,0.288075560802834,0.433631303761174,0.6302917861359421,63,FALSE,FALSE,0.0,7,openstack/nova
14223,14223,867b131e09a43ba7ed36267dcdec751abd652f14,1378766820,1,1,52,3,2,2,1,0.892121280577168,TRUE,4.0,604160.0,9.0,False,13,116922.0,28,3.0,125,509.0,570.0,124,506.0,566.0,112,480.0,529.0,0.11530612244898,0.490816326530612,0.5408163265306121,55,TRUE,TRUE,0.0181818181818182,7,openstack/cinder
14225,14225,867c9b76c3cb1333d807d912de11c7965d72c405,1344891755,0,0,1,1,1,1,1,0.0,TRUE,2.0,39202.0,5.0,False,27,146814.0,53,2.0,80,891.0,939.0,80,890.0,938.0,79,847.0,894.0,0.0357462019660411,0.378909740840036,0.399910634495085,2,FALSE,FALSE,0.0,2,openstack/nova
14229,14229,868374f005d7d3490f9089e045d7b35717770703,1341950572,0,0,3,3,1,1,1,0.0,TRUE,1.0,15955.0,4.0,False,1,697800.0,1,2.0,48,776.0,803.0,48,776.0,803.0,29,716.0,732.0,0.0162425554953979,0.388197076340011,0.39685977260422295,6,FALSE,FALSE,0.0,2,openstack/nova
14232,14232,86903eab2c0742dc6555376c4231a8c2fbddb1f9,1388247315,0,0,1,0,1,1,1,0.0,TRUE,1.0,3253803.0,7.0,False,14,3089766.0,24,3.0,286,598.0,736.0,199,524.0,604.0,257,478.0,609.0,0.36083916083916096,0.66993006993007,0.853146853146853,1,FALSE,FALSE,0.0,8,openstack/swift
14234,14234,869443f41c8826c9a4de1dcc65c5a5354b623a04,1346582636,0,0,23,6,2,2,1,0.7355085815538399,TRUE,3.0,658294.0,12.0,False,11,3331813.0,20,6.0,179,2113.0,2119.0,179,2110.0,2116.0,147,1696.0,1697.0,0.0617438464747601,0.7079682937004591,0.7083854818523149,29,FALSE,FALSE,0.0,3,openstack/nova
14235,14235,86958c055ba4af2e437bf5844a088b48e68d5636,1383997996,0,0,2,7,2,2,1,0.991076059838222,TRUE,15.0,3141636.0,62.0,False,44,22608.0,114,4.0,1791,1981.0,3365.0,1524,1809.0,2932.0,1694,1127.0,2429.0,0.258778625954198,0.17221374045801502,0.370992366412214,9,FALSE,FALSE,0.0,7,openstack/nova
14238,14238,869c4eb52784e8a15deced3cc3372ced7da6d6b1,1368718806,0,0,20,2,1,2,1,0.94566030460064,TRUE,4.0,445556.0,17.0,False,17,793462.0,32,6.0,1111,804.0,1618.0,1062,799.0,1565.0,1032,767.0,1507.0,0.226336546888694,0.168273444347064,0.33041191936897496,22,FALSE,FALSE,0.0,5,openstack/nova
14242,14242,86a264488d670437ad77561019ecb1201ff8a31b,1369748232,0,0,4,2,2,2,1,0.650022421648354,TRUE,1.0,33563.0,2.0,False,23,840158.5,37,2.0,104,743.0,824.0,104,667.0,748.0,101,696.0,774.0,0.0218415417558886,0.149250535331906,0.16595289079229095,6,FALSE,FALSE,0.0,5,openstack/nova
14246,14246,86a91b4ef88ecc24b1f43c78e6b5bd88d593b772,1375687227,0,0,7,0,2,2,1,0.985228136034252,TRUE,1.0,2435847.0,4.0,False,126,30447.0,486,4.0,9,1808.0,1813.0,9,1434.0,1439.0,7,1592.0,1595.0,0.00144901285998913,0.28853468574533603,0.28907806556783194,7,FALSE,FALSE,0.0,6,openstack/nova
14251,14251,86b3bd141e4fe4406fbd65aec3b645cf8e04cc6f,1329182940,0,0,1,1,1,1,1,0.0,TRUE,1.0,53711.0,2.0,False,19,264470.0,39,2.0,35,233.0,259.0,35,233.0,259.0,34,213.0,239.0,0.041816009557945004,0.25567502986857804,0.28673835125448,2,FALSE,FALSE,0.0,0,openstack/nova
14253,14253,86b660023c1073715940d45e1429323e17ac9ddd,1375765627,0,0,1,1,2,2,1,0.0,TRUE,3.0,124864.0,7.0,False,6,85066.5,11,2.0,10,739.0,740.0,9,726.0,727.0,7,119.0,119.0,0.0540540540540541,0.810810810810811,0.810810810810811,2,FALSE,FALSE,0.0,6,openstack/neutron
14254,14254,86bcb49b43e052b17fc173520ce8094dcc1db965,1331237314,0,0,29,43,3,2,1,0.89331477441899,TRUE,1.0,63996.0,4.0,False,37,28814.3333333333,116,3.0,345,270.0,559.0,345,270.0,559.0,329,222.0,497.0,0.300820419325433,0.203281677301732,0.4539653600729261,72,FALSE,FALSE,0.0,1,openstack/nova
14255,14255,86be0b7fdf1af20403e0d763b86da06849bcc437,1382454757,1,0,16,0,3,3,1,0.547894810517753,TRUE,2.0,655856.0,12.0,False,192,24012.0,613,2.0,5,1571.0,1573.0,5,1343.0,1345.0,5,1518.0,1520.0,0.000935745477230193,0.23689956331877696,0.237211478477854,16,TRUE,FALSE,0.0625,7,openstack/nova
14256,14256,86bf2276d9adf2365e46a880d7ec4a276780d3ed,1330984098,1,0,43,5,2,2,1,0.811278124459133,TRUE,2.0,92474.0,6.0,False,17,296646.5,31,3.0,72,511.0,550.0,71,511.0,549.0,67,491.0,526.0,0.0657640232108317,0.475822050290135,0.5096711798839461,48,TRUE,FALSE,0.0208333333333333,1,openstack/nova
14257,14257,86c36e073dd31cfee4b9c8e6cddacf8b1c7d19dc,1349466679,0,0,4,1,1,1,1,0.0,TRUE,1.0,-23469353.0,3.0,False,14,937844.0,23,2.0,79,263.0,284.0,79,263.0,284.0,69,245.0,258.0,0.189189189189189,0.6648648648648651,0.7,5,FALSE,FALSE,0.0,3,openstack/neutron
14258,14258,86c73141a859c80265f3fbf835b15f7b6e964136,1360671813,0,0,1,1,1,1,1,0.0,TRUE,1.0,100332.0,3.0,False,11,491559.0,24,2.0,17,1077.0,1093.0,17,854.0,870.0,1,540.0,540.0,0.00292397660818713,0.7909356725146199,0.7909356725146199,2,FALSE,FALSE,0.0,4,openstack/glance
14261,14261,86cbcecb5991af7acaaa5371eec1277ae3be2ef4,1374280842,0,0,2,1,1,1,1,0.0,TRUE,3.0,1343908.0,14.0,False,3,176887.0,4,2.0,19,317.0,324.0,19,286.0,293.0,14,277.0,280.0,0.0297029702970297,0.550495049504951,0.5564356435643559,3,FALSE,FALSE,0.0,6,openstack/swift
14263,14263,86cf8b53ee0f59fe213d18949c00cfb6c7287c86,1367381699,2,0,82,13,4,2,1,0.704759259639465,TRUE,4.0,-5267048.0,9.0,False,13,1737784.5,17,5.0,722,932.0,932.0,721,920.0,920.0,619,746.0,746.0,0.667384284176534,0.8040904198062429,0.8040904198062429,95,TRUE,FALSE,0.0210526315789474,5,openstack/neutron
14267,14267,86dc475bd6de08c8a329a26f988d0fff8868c8a0,1336172052,0,0,1,17,10,10,1,0.949816323151479,TRUE,3.0,316468.0,4.0,False,51,2147156.9,135,2.0,72,880.0,915.0,72,880.0,915.0,65,718.0,751.0,0.0452674897119342,0.493141289437586,0.515775034293553,18,FALSE,FALSE,0.0,1,openstack/nova
14269,14269,86e0125f29d863ec739db6c5eca702e03a250137,1370089537,1,0,38,41,2,2,1,0.83540652544605,TRUE,1.0,2279840.0,5.0,False,8,312667.0,10,6.0,71,942.0,949.0,71,866.0,873.0,17,533.0,533.0,0.0316901408450704,0.9401408450704232,0.9401408450704232,79,TRUE,FALSE,0.0126582278481013,6,openstack/cinder
14270,14270,86e4587fb36aec74102d58c50d614fc6c006ebd3,1362509830,0,0,25,39,5,5,1,0.802148989854545,TRUE,3.0,192874.0,8.0,False,133,158893.0,747,2.0,347,1988.0,2232.0,347,1719.0,1963.0,333,1650.0,1884.0,0.0819430814524043,0.405053974484789,0.4624631992149171,64,FALSE,FALSE,0.0,5,openstack/nova
14271,14271,86e62b52ac04fe933cec0fc21e52a8fe28930949,1341864475,0,0,140,0,0,2,1,0.920658406502853,TRUE,5.0,350968.0,11.0,False,0,0.0,0,3.0,110,842.0,923.0,110,842.0,923.0,95,671.0,739.0,0.0523446019629226,0.366412213740458,0.4034896401308621,140,FALSE,FALSE,0.0,2,openstack/nova
14272,14272,86e6f34eca14b8271a974f06bff7be179449c90b,1360942862,1,0,13,3,3,2,1,0.756775187271553,TRUE,4.0,355590.0,9.0,False,70,245.0,209,3.0,45,1993.0,2016.0,44,1853.0,1875.0,41,1860.0,1879.0,0.0108471074380165,0.4806301652892561,0.485537190082645,16,TRUE,FALSE,0.0625,4,openstack/nova
14274,14274,86e8a26c2bcc78e74d6faae2ff430f7c6a826c12,1378353135,0,0,5,0,0,1,1,0.0,FALSE,,,,,0,0.0,0,,0,,,0,,,0,,,0.0,0.0,0.0,5,FALSE,FALSE,0.0,7,openstack/nova
14275,14275,86e9269015638511ee4c6960bd0cbbf7b01c603b,1330049345,0,0,1,0,1,1,1,0.0,TRUE,1.0,315755.0,3.0,False,14,20667.0,44,3.0,6,693.0,695.0,6,691.0,693.0,3,545.0,546.0,0.0043010752688172,0.587096774193548,0.588172043010753,1,FALSE,FALSE,0.0,0,openstack/nova
14277,14277,86eabe4a798b9414b5a3786655095f14f5175e94,1358318498,0,0,6,15,2,2,1,0.70246655129039,TRUE,4.0,589461.0,8.0,False,41,610436.0,85,4.0,0,1042.0,1042.0,0,1023.0,1023.0,0,947.0,947.0,0.000279485746226942,0.26495248742314104,0.26495248742314104,21,FALSE,FALSE,0.0,4,openstack/nova
14278,14278,86eb83668511083298e6f5ecfcc80e395277e452,1334087576,0,0,1,1,3,3,2,0.0,TRUE,1.0,69774.0,2.0,False,25,639049.0,57,1.0,3,507.0,509.0,3,507.0,509.0,0,115.0,115.0,0.00373134328358209,0.432835820895522,0.432835820895522,2,FALSE,FALSE,0.0,1,openstack/glance
14280,14280,86eef047df8ac616dd58492ad41dc2f77ef5452c,1358361612,0,0,83,3116,15,12,2,0.7874926682626179,TRUE,14.0,-14070836.0,20.0,False,67,695457.435897436,164,2.0,1,285.0,285.0,1,278.0,278.0,1,262.0,262.0,0.0027662517289073303,0.363762102351314,0.363762102351314,3199,FALSE,FALSE,0.0,4,openstack/neutron
14286,14286,8705f49a4ad9c6f3a93f33e333475285a8f70a30,1359444408,0,0,58,43,5,4,1,0.859241076343381,TRUE,6.0,220099.0,7.0,False,110,830852.8,745,3.0,339,1411.0,1548.0,288,1279.0,1383.0,297,1277.0,1383.0,0.0804535637149028,0.34503239740820696,0.373650107991361,101,FALSE,FALSE,0.0,4,openstack/nova
14287,14287,8708bc538e2515899cf874e1e5e2275360fb5ef6,1370556384,0,0,25,12,3,3,1,0.912457886790574,TRUE,1.0,-2280976.0,5.0,False,17,1631995.66666667,43,4.0,341,1513.0,1655.0,340,1409.0,1550.0,244,828.0,893.0,0.23855890944498495,0.807205452775073,0.870496592015579,37,FALSE,FALSE,0.0,6,openstack/neutron
14288,14288,870e984274d9e8d452e7aa383b289955b6896f28,1376330148,0,0,48,0,2,2,1,0.9798687566511528,TRUE,12.0,2521790.0,29.0,False,12,2522632.0,14,1.0,115,822.0,843.0,115,771.0,792.0,107,691.0,710.0,0.130750605326877,0.837772397094431,0.860774818401937,48,FALSE,FALSE,0.0,6,openstack/cinder
14289,14289,870f9c3f0249b072b2aba908d8e91e6082de16e7,1363187230,0,0,17,8,25,3,1,0.42328572955694704,TRUE,1.0,-9929830.0,1.0,False,20,474923.0,37,3.0,317,859.0,859.0,317,846.0,846.0,290,665.0,665.0,0.349339735894358,0.7995198079231691,0.7995198079231691,25,FALSE,FALSE,0.0,5,openstack/neutron
14296,14296,8718f8e47d7d0504724495538eb320be3e209180,1344992346,1,0,147,146,9,4,1,0.750140471965087,TRUE,5.0,151043.0,6.0,False,77,93595.4444444444,494,2.0,957,887.0,1560.0,957,886.0,1559.0,908,756.0,1402.0,0.4034620505992009,0.335996449178873,0.622725255215269,293,TRUE,FALSE,0.00341296928327645,2,openstack/nova
14299,14299,8726801d89dbaa116810318ea226a4693a68a8ca,1357931910,0,0,7,1,1,1,1,0.0,TRUE,2.0,431764.0,4.0,False,5,701544.0,6,2.0,450,1499.0,1823.0,415,1302.0,1603.0,83,509.0,532.0,0.131045241809672,0.795631825273011,0.8315132605304209,8,FALSE,FALSE,0.0,4,openstack/glance
14300,14300,8727745562d63149ad16f1ef07cbedcf506076da,1387734146,2,1,90,1,4,2,1,0.7641039019960291,TRUE,6.0,5423537.0,18.0,False,143,545886.0,458,3.0,1,1176.0,1177.0,0,1027.0,1028.0,1,1117.0,1118.0,0.00028910089621277796,0.161607400982943,0.161751951431049,91,TRUE,TRUE,0.021978021978022,8,openstack/nova
14304,14304,872d1982716acf426d21dcac838102e9479408f7,1386281095,2,1,75,15,2,2,1,0.8727990889624729,TRUE,1.0,76155.0,5.0,False,5,4524307.0,5,5.0,19,1157.0,1157.0,19,1044.0,1044.0,14,523.0,523.0,0.0246305418719212,0.860426929392447,0.860426929392447,90,TRUE,TRUE,0.0222222222222222,8,openstack/neutron
14309,14309,874103a3d66d31fb969914f801a310c71e7e1890,1385845506,0,0,53,54,7,2,1,0.7779474684352359,TRUE,5.0,952511.0,26.0,False,43,364195.0,120,6.0,250,3015.0,3124.0,250,2594.0,2703.0,235,1748.0,1848.0,0.0349888806523351,0.259303187546331,0.274128984432913,107,FALSE,FALSE,0.0,8,openstack/nova
14313,14313,874e272a56d314a6fb1bd98e7ecd7f986f3b3898,1381902020,0,0,135,0,4,4,1,0.751450924720136,TRUE,4.0,3205578.0,14.0,False,105,354728.0,306,7.0,388,2473.0,2637.0,387,2226.0,2389.0,382,2342.0,2502.0,0.0604196245464584,0.3696166587789871,0.3948572330020511,135,FALSE,FALSE,0.0,7,openstack/nova
14315,14315,874e8203fab39fee955a5a3cc468a77a02049a62,1368518256,0,0,2,1,0,1,1,0.0,FALSE,,,,,0,0.0,0,,0,,,0,,,0,,,0.0,0.0,0.0,3,FALSE,FALSE,0.0,5,openstack/nova
14317,14317,875b7bbcbe093283bfdf6573f1c7d15ef3d60130,1372924058,0,0,49,48,1,1,1,0.0,TRUE,1.0,-184396.0,3.0,False,6,29272.0,9,3.0,12,1055.0,1056.0,12,1008.0,1009.0,12,851.0,852.0,0.0121155638397018,0.79403541472507,0.794967381174278,97,FALSE,FALSE,0.0,6,openstack/neutron
14320,14320,8761a7b9c8a967d2b5bf7b690115af98ee0cbd0e,1389712059,0,0,25,7,5,2,1,0.8665280807145619,TRUE,4.0,2731831.0,11.0,False,77,88915.0,246,4.0,40,1348.0,1356.0,40,1195.0,1203.0,37,1287.0,1293.0,0.00540233153255616,0.183110605629798,0.183963605345465,32,FALSE,FALSE,0.0,8,openstack/nova
14321,14321,8761cf1e74cd0f4d7f01e19a9e225c932e6dd61e,1369319496,0,0,8,0,2,2,1,0.811278124459133,TRUE,2.0,-1748870.0,6.0,False,6,19337.0,15,2.0,334,945.0,1043.0,318,938.0,1021.0,311,786.0,867.0,0.311688311688312,0.7862137862137859,0.8671328671328671,8,FALSE,FALSE,0.0,5,openstack/neutron
14324,14324,876bba6d45fac0456679321fd45c3a787113b648,1372684329,0,0,26,2,2,2,1,0.591672778582327,TRUE,4.0,4191800.0,12.0,False,151,9663.0,797,4.0,2,1876.0,1876.0,2,1696.0,1696.0,2,1750.0,1750.0,0.000587314017227878,0.342795614722005,0.342795614722005,28,FALSE,FALSE,0.0,6,openstack/nova
14328,14328,87710cc8a2654d872adb74d4fa4856c9beb41fbd,1393408113,0,1,206,206,4,1,1,0.924988076996409,TRUE,4.0,3053311.0,8.0,False,22,3172299.75,35,1.0,0,303.0,303.0,0,208.0,208.0,0,201.0,201.0,0.00154320987654321,0.311728395061728,0.311728395061728,412,FALSE,TRUE,0.0,8,openstack/swift
14334,14334,878036019af964e982e495183f099daa5a38fdfc,1326246484,0,0,10,1,2,2,1,0.994030211476956,TRUE,1.0,52352.0,3.0,False,5,2063746.0,12,3.0,127,358.0,409.0,127,357.0,408.0,101,87.0,123.0,0.816,0.7040000000000001,0.992,11,FALSE,FALSE,0.0,0,openstack/glance
14335,14335,878176565c540cb987eaf73b760f6840adc0ff2f,1352428013,0,0,11,5,2,2,1,0.988699408288497,TRUE,5.0,-20638464.0,5.0,False,12,60354.0,27,2.0,95,332.0,403.0,94,332.0,402.0,30,311.0,318.0,0.0702947845804989,0.7074829931972791,0.7233560090702951,16,FALSE,FALSE,0.0,3,openstack/neutron
14337,14337,8789704221d23b4a713727cad79939f69d2ab02a,1360072896,1,0,273,199,20,6,3,0.775295340880761,TRUE,4.0,-12317847.0,6.0,False,49,982210.2272727272,114,2.0,14,328.0,339.0,14,328.0,339.0,3,301.0,301.0,0.0045197740112994395,0.341242937853107,0.341242937853107,472,TRUE,FALSE,0.00211864406779661,4,openstack/neutron
14339,14339,878ac164a391e761c72c5fdcd12f0caf48c7d359,1376344253,0,0,49,60,13,9,3,0.7181162451028331,TRUE,5.0,862195.0,14.0,False,116,1126261.76923077,298,4.0,823,376.0,928.0,772,373.0,877.0,723,358.0,817.0,0.597853014037985,0.29644921552436,0.6754748142031379,109,FALSE,FALSE,0.0,6,openstack/cinder
14340,14340,878b25ea2e3cb89b440e773687fc2e4d6f354cb6,1341016861,1,0,54,55,28,13,1,0.9425896263189352,TRUE,2.0,320153.0,2.0,False,42,113599.571428571,182,2.0,51,1002.0,1038.0,50,1001.0,1037.0,5,255.0,255.0,0.0162162162162162,0.6918918918918922,0.6918918918918922,109,TRUE,FALSE,0.009174311926605509,2,openstack/glance
14344,14344,879565efe51f19bd6f4d69d1b430b995f62106c8,1373993878,0,0,1,1,1,1,1,0.0,TRUE,1.0,7177714.0,6.0,False,103,117508.0,287,7.0,1096,3127.0,3963.0,716,2684.0,3248.0,490,2874.0,3144.0,0.0927465054778995,0.543067623724972,0.5940687570834909,2,FALSE,FALSE,0.0,6,openstack/nova
14346,14346,8797aeaf14352a353ebfd1ed011f63a5b2fa3447,1383473679,0,1,14,5,2,2,1,0.9980008838723,TRUE,4.0,13722412.0,30.0,False,43,61245.0,91,7.0,1501,3237.0,3297.0,1345,2830.0,2882.0,667,2296.0,2356.0,0.102642901044868,0.35295021511985203,0.362169637369392,19,FALSE,TRUE,0.0,7,openstack/nova
14351,14351,87a42ab9ca032e1a539f50ac37600f7ee8312e60,1359079879,0,0,139,11,6,4,2,0.495460536581434,TRUE,8.0,3786525.0,5.0,False,34,900746.833333333,103,2.0,220,82.0,260.0,205,81.0,245.0,215,78.0,251.0,0.6206896551724139,0.227011494252874,0.7241379310344829,150,FALSE,FALSE,0.0,4,openstack/swift
14352,14352,87afef9121a6299f92a3b24059009c1c7a966d39,1368490924,0,0,95,118,1,1,1,0.0,TRUE,1.0,80712.0,2.0,False,26,533591.0,36,2.0,403,1553.0,1838.0,288,1269.0,1464.0,356,1352.0,1603.0,0.0788950276243094,0.299005524861878,0.354475138121547,213,FALSE,FALSE,0.0,5,openstack/nova
14354,14354,87b1cdc164856bf32dee403c6eab19e2f7f1efab,1360115683,0,0,4,0,1,1,1,0.0,TRUE,1.0,124387.0,3.0,False,3,9958.0,6,1.0,123,394.0,510.0,123,392.0,508.0,5,10.0,14.0,0.0363636363636364,0.0666666666666667,0.0909090909090909,4,FALSE,FALSE,0.0,4,openstack/cinder
14355,14355,87b2548e8845fa9710a1b89a642d06fd28148572,1368805379,2,0,51,22,2,2,1,0.939453206818136,TRUE,3.0,-2901777.0,17.0,False,20,582535.0,38,4.0,4,599.0,599.0,4,539.0,539.0,4,369.0,369.0,0.00509164969450102,0.376782077393075,0.376782077393075,73,TRUE,FALSE,0.0273972602739726,5,openstack/neutron
14358,14358,87c1c5dce97a5f255b3936530ba69a58ffda1077,1348244255,0,0,3,0,1,1,1,0.0,TRUE,1.0,111521.0,5.0,False,17,779445.0,29,2.0,1,37.0,37.0,1,37.0,37.0,1,33.0,33.0,0.00966183574879227,0.164251207729469,0.164251207729469,3,FALSE,FALSE,0.0,3,openstack/swift
14359,14359,87c1daf011108325cb731055edda62e2456d95a2,1374663874,0,0,4,1,1,1,1,0.0,TRUE,8.0,3092944.0,18.0,False,60,137174.0,158,2.0,3,2807.0,2808.0,3,2349.0,2350.0,3,2535.0,2536.0,0.000745017694170237,0.47234121810393,0.472527472527473,5,FALSE,FALSE,0.0,6,openstack/nova
14363,14363,87c73378a00026e3c63091840c16969e8384f53b,1370767736,0,0,3,3,3,2,1,1.0,TRUE,2.0,392099.0,5.0,False,28,126.0,93,3.0,20,536.0,554.0,20,476.0,494.0,2,356.0,356.0,0.00364963503649635,0.4343065693430661,0.4343065693430661,6,FALSE,FALSE,0.0,6,openstack/glance
14367,14367,87cd5598476d0835c526918a9e1f03fe2d698866,1385346285,0,0,8,4,1,1,1,0.0,TRUE,3.0,241947.0,5.0,False,19,262409.0,48,2.0,56,491.0,502.0,56,444.0,455.0,27,351.0,352.0,0.0501792114695341,0.630824372759857,0.632616487455197,12,FALSE,FALSE,0.0,7,openstack/swift
14368,14368,87ced20aff04b062d3b5ec46124a9a6d154e3690,1354845714,1,0,20,5,1,1,1,0.0,TRUE,3.0,319857.0,11.0,False,70,82623.0,183,4.0,10,2122.0,2127.0,10,2060.0,2065.0,8,1583.0,1587.0,0.00285532994923858,0.5025380710659899,0.503807106598985,25,TRUE,FALSE,0.04,4,openstack/nova
14375,14375,87e6697906d577690404815a6cf98ef922952b90,1372688024,0,0,101,1,7,5,1,0.7750626975874171,TRUE,8.0,5685863.0,19.0,False,83,44024.8571428571,184,2.0,1,1479.0,1480.0,0,1369.0,1370.0,0,1390.0,1390.0,0.000195656427313637,0.272158090393269,0.272158090393269,102,FALSE,FALSE,0.0,6,openstack/nova
14379,14379,87f35cfcc7d26b89dcc084be337d97a213079e77,1391511765,0,0,21,16,2,2,1,0.9952525494396792,TRUE,16.0,2657405.0,53.0,False,198,191.0,1092,7.0,326,3603.0,3603.0,313,3114.0,3114.0,322,2682.0,2682.0,0.044570166965641,0.3702221608941629,0.3702221608941629,37,FALSE,FALSE,0.0,8,openstack/nova
14380,14380,87f47e1595eb8307a7212ccd5224651e4e61fcb8,1381263069,0,0,99,56,5,2,1,0.919058836792964,TRUE,2.0,45535.0,4.0,False,18,5550008.2,40,2.0,31,1078.0,1094.0,26,951.0,963.0,20,930.0,935.0,0.0194986072423398,0.864438254410399,0.8690807799442901,155,FALSE,FALSE,0.0,7,openstack/cinder
14385,14385,8801b7409030a1fb36fefcabd38af190bcb38c95,1358637927,1,0,124,36,6,6,2,0.7238124707405229,TRUE,1.0,2105140.0,3.0,False,33,124122.5,85,2.0,93,166.0,202.0,93,163.0,199.0,88,162.0,195.0,0.26099706744868,0.478005865102639,0.574780058651026,160,TRUE,FALSE,0.00625,4,openstack/swift
