,commit_id,author_date,bugcount,fixcount,la,ld,nf,nd,ns,ent,revd,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,oexp,arexp,rrexp,orexp,asexp,rsexp,osexp,asawr,rsawr,osawr,churn,buggy,fix,bugdens,strata
1021,74576b44c2c1abc96880bc88ffcea6abecd13bee,1394566212,0.0,0.0,1,0,1,1,1,0,false,,,,,35,8481,94,,964,,,455,,,904,,,0.119535068022718,0.385418042530709,0.455289922071061,1,FALSE,FALSE,0.0,0
1022,7463a46a6262eb95572f90d1bf93abc461576700,1394572735,0.0,0.0,109,35,3,3,2,0.795823305323392,false,,,,,29,336350,53,,206,,,168,,,148,,,0.159699892818864,0.652733118971061,0.676312968917471,144,FALSE,FALSE,0.0,0
1023,748a8f98dda9b15f54951db110058f1b845c8bff,1313723742,0.0,0.0,95,80,8,2,1,0.785723256473395,false,,,,,5,358817.75,5,,8,,,8,,,8,,,0.45,1,1,175,FALSE,FALSE,0.0,0
1024,74c2a260efeb56b0d3d4b61fe6f9f8c10532bc82,1375460996,0.0,0.0,0,2,2,2,1,1,false,,,,,68,5079,249,,178,,,172,,,171,,,0.0312841033102947,0.29356129501637,0.312841033102946,2,FALSE,FALSE,0.0,0
1025,74f953a1d7cc660696f9fda83e13fe2f2bbae7b2,1390790288,0.0,0.0,11,0,726,101,3,0,false,,,,,510,63481.3925619835,5694,,11,,,11,,,6,,,0.000944669365721997,0.131174089068826,0.131174089068826,11,FALSE,FALSE,0.0,0
1026,754de00b2f8dbb2ffe05a00362a935f4c8b6281f,1376549399,0.0,0.0,0,1,1,1,1,0,false,,,,,110,30306,308,,11,,,8,,,11,,,0.00211565585331453,0.253349788434415,0.254936530324401,1,FALSE,FALSE,0.0,0
1028,75c7f6a17a5bb78074518877bf73f0071b7758eb,1393590198,0.0,0.0,0,1,1,1,1,0,false,,,,,4,5653557,3,,71,,,71,,,0,,,0.00113895216400911,0.840546697038724,0.840546697038724,1,FALSE,FALSE,0.0,0
1029,7607e3da884551e5c4cfe49de390afbddbb2a9b3,1396530007,0.0,0.0,19,0,3,3,1,0.828051642704973,false,,,,,13,805678,20,,5,,,5,,,3,,,0.00368324125230203,0.613259668508287,0.613259668508287,19,FALSE,FALSE,0.0,0
1030,762f2e19cf60f1de2bb45b6f67c1bee762804712,1361441416,0.0,0.0,0,1,1,1,1,0,false,,,,,24,1368520,40,,5,,,5,,,0,,,0.0208333333333333,0.125,0.125,1,FALSE,FALSE,0.0,0
1031,765147a9ce429c560a4be1869ac5d33bcc05ec6c,1359352870,0.0,0.0,0,0,1,1,1,0,false,,,,,95,206827,502,,8,,,8,,,8,,,0.00243836358710377,0.365212679490653,0.365754538065565,0,FALSE,FALSE,0.0,0
1032,7664f578b51c666e4bca9287a283833bcd74c724,1379021597,0.0,0.0,0,0,7,1,1,0,false,,,,,13,584587.714285714,43,,142,,,128,,,79,,,0.247678018575851,0.334365325077399,0.495356037151703,0,FALSE,FALSE,0.0,0
1033,76b2d851af70adc52f53241e8bc864674ce9cfba,1338366467,0.0,0.0,0,1,1,1,1,0,false,,,,,4,4019631,4,,29,,,27,,,21,,,0.255813953488372,0.593023255813954,0.627906976744186,1,FALSE,FALSE,0.0,0
1034,76f02344be561711697516815e774f86480d5113,1386849572,0.0,0.0,0,11,1,1,1,0,false,,,,,6,4397076,6,,6,,,6,,,2,,,0.000438724773325534,0.252120503071073,0.252266744662182,11,FALSE,FALSE,0.0,0
1035,771458f724a4ff1172b6b1a72d8b727fa07b94be,1349130347,0.0,0.0,0,27,5,5,2,0.982388781795621,false,,,,,12,776539.2,16,,181,,,181,,,161,,,0.0613868889730959,0.445623342175066,0.48048503220917,27,FALSE,FALSE,0.0,0
1036,773352e39f371cda9c2f1be4c55accf4b7dc017b,1394841072,0.0,1.0,9,4,1,1,1,0,false,,,,,7,9249997,8,,501,,,406,,,244,,,0.252837977296182,0.627450980392157,0.723426212590299,13,FALSE,TRUE,0.0,0
1037,774b5aaa173fa04675be5252c5d47f67a07347ac,1316810210,0.0,0.0,244,7,8,7,1,0.597151638514467,false,,,,,3,44704.875,3,,1,,,1,,,1,,,0.0869565217391304,0.695652173913043,0.739130434782609,251,FALSE,FALSE,0.0,0
1038,77b6a9f129977799bc5c6ccec6caaf707fa3047c,1397149070,0.0,1.0,30,1,2,2,1,0.77062906936394,false,,,,,93,34641,250,,240,,,215,,,218,,,0.139312977099237,0.00636132315521629,0.14440203562341,31,FALSE,TRUE,0.0,0
1039,77c10407b66a182dbd1392b249d18a4431b8b8c2,1318883650,0.0,0.0,493,934,4,2,1,0.115718304355167,false,,,,,9,4485,16,,93,,,92,,,46,,,0.5,0.191489361702128,0.595744680851064,1427,FALSE,FALSE,0.0,0
1040,77d415f23ec873ad71428c12ef2b31f508284bd6,1399480048,0.0,0.0,1,3,1,1,1,0,false,,,,,55,1065712,91,,0,,,0,,,0,,,0.00012586532410321,0.511264946507237,0.511264946507237,4,FALSE,FALSE,0.0,0
1041,77ddd463bd2e96041c0b6ecea1c46c4ac4d55851,1395119089,0.0,1.0,33,18,2,2,1,0.977417817528172,false,,,,,20,628781,32,,2,,,2,,,2,,,0.00302724520686176,0.436932391523713,0.437941473259334,51,FALSE,TRUE,0.0,0
1042,77e1684332cfc6e2cad1f1fc93ab5fa6caf231b9,1320420780,0.0,0.0,1,99,3,3,1,0.776193308368703,false,,,,,11,285019.333333333,23,,146,,,145,,,86,,,0.537037037037037,0.203703703703704,0.617283950617284,100,FALSE,FALSE,0.0,0
1043,77f212bc3fb8f927c6c2c2c21c1b62d39c1c51ec,1353917602,0.0,0.0,0,80,2,2,1,0.83049552250358,false,,,,,43,473951,108,,58,,,58,,,6,,,0.00227864583333333,0.130533854166667,0.132161458333333,80,FALSE,FALSE,0.0,0
1044,7811c8a8ffce78dc14815203858854c450f1c8f6,1398410697,0.0,1.0,3,3,2,2,1,0.91829583405449,false,,,,,25,306396,46,,4,,,4,,,3,,,0.00338409475465313,0.56175972927242,0.562605752961083,6,FALSE,TRUE,0.0,0
1045,78156a7650237bd4875fbbf9cad8db87348f333f,1397062566,0.0,0.0,108,24,2,1,1,0.156491062905702,false,,,,,92,1768659,187,,521,,,297,,,464,,,0.0598378587054433,0.435336507527989,0.482949427358126,132,FALSE,FALSE,0.0,0
1046,7829ca07d7b21cd16efcc6144c4b727240e9e9b2,1395172251,0.0,0.0,0,7,3,3,1,0.869915529773626,false,,,,,25,6883591,69,,546,,,472,,,398,,,0.592867756315007,0.227340267459138,0.696879643387816,7,FALSE,FALSE,0.0,0
1047,783b88ccdd2c8e9e239c5ee123841188c60e01b5,1396449553,0.0,0.0,4,1,2,2,1,0.721928094887362,false,,,,,25,86255,28,,219,,,203,,,176,,,0.16404077849861,0.675625579240037,0.745134383688601,5,FALSE,FALSE,0.0,0
1048,784372985907dd88771e4ee1ff32305022b49e78,1392994470,0.0,0.0,0,112,2,1,1,0.696212260125146,false,,,,,1,9932344,1,,9,,,7,,,1,,,0.000270014850816795,0.276090184960173,0.276090184960173,112,FALSE,FALSE,0.0,0
1049,785861e30e8fd483dd4b81a24721c39f2a2c2905,1361544630,0.0,0.0,0,0,1,1,1,0,false,,,,,24,230201,104,,52,,,52,,,48,,,0.0123394610929237,0.346008562075044,0.349534122387308,0,FALSE,FALSE,0.0,0
1050,785d49ea5e20ae034510f5eeaa464f809b0b4857,1373188999,0.0,0.0,0,0,1,1,1,0,false,,,,,0,0,0,,156,,,156,,,149,,,0.222551928783383,0.327893175074184,0.473293768545994,0,FALSE,FALSE,0.0,0
1051,7869acf135da0af19baf0d84e3eaebc07364d290,1377046905,0.0,0.0,0,10,2,2,1,0.881290899230693,false,,,,,38,273600.5,95,,47,,,47,,,47,,,0.00832755031228314,0.255031228313671,0.260062456627342,10,FALSE,FALSE,0.0,0
1052,78b654567273bb40ed95ac51cd0b2f205b5ce6ea,1394741922,0.0,0.0,1,1,1,1,1,0,false,,,,,6,155,13,,726,,,620,,,247,,,0.25914315569488,0.58098223615465,0.58098223615465,2,FALSE,FALSE,0.0,0
1053,793224b2668f6522c8197bd3c5e3a7612dc4c9f0,1394486846,0.0,1.0,76,1,4,2,1,0.691504594682724,false,,,,,15,2255,32,,2,,,2,,,2,,,0.00319148936170213,0.328723404255319,0.328723404255319,77,FALSE,TRUE,0.0,0
1054,793604653f68e2d7d184182d0a976a7d43c07607,1394549098,0.0,1.0,55,25,3,2,1,0.989198600350249,false,,,,,85,641793.666666667,357,,413,,,393,,,405,,,0.0536895001322402,0.177598518910341,0.177598518910341,80,FALSE,TRUE,0.0,0
1055,79553f339bff5ce49458bfdd1b4905f0907216eb,1347112445,0.0,0.0,0,3,1,1,1,0,false,,,,,14,2200724,21,,9,,,9,,,9,,,0.0321543408360129,0.762057877813505,0.765273311897106,3,FALSE,FALSE,0.0,0
1056,797036fe621bc8ea12c56b5da99d0a20108b6568,1354528859,0.0,0.0,0,3,2,2,2,0,false,,,,,1,56103515,1,,3,,,3,,,0,,,0.00763358778625954,0.0763358778625954,0.0763358778625954,3,FALSE,FALSE,0.0,0
1057,797fa55fef2e28cce9dd8f06009217e57bb31e91,1399061325,0.0,0.0,8,8,2,2,1,0.896038232534557,false,,,,,4,11098119.5,4,,0,,,0,,,0,,,0.000831946755407654,0.663893510815308,0.663893510815308,16,FALSE,FALSE,0.0,0
1058,79db4836e2310885afcf34b84a06ad89a9913968,1347015936,0.0,0.0,0,1,1,1,1,0,false,,,,,10,978480,14,,0,,,0,,,0,,,0.000410340582683627,0.372999589659417,0.372999589659417,1,FALSE,FALSE,0.0,0
1059,7a10619a4c1f5a1880ab613f782b4cbe1d57fad4,1317329659,0.0,0.0,173,1,2,2,1,0.090543853269643,false,,,,,0,0,0,,30,,,30,,,29,,,0.526315789473684,0.578947368421053,0.578947368421053,174,FALSE,FALSE,0.0,0
1060,7a19593168ac28f03dcc85b40312fd55c689158d,1390536623,0.0,0.0,0,3,1,1,1,0,false,,,,,5,549733,5,,19,,,19,,,16,,,0.023448275862069,0.808275862068966,0.816551724137931,3,FALSE,FALSE,0.0,0
1061,7a2053c7a27bdec02e97b46736c5fcce5f2d053a,1395582522,0.0,1.0,62,1,2,2,1,0.549108745026007,false,,,,,22,481316,40,,0,,,0,,,0,,,0.000974658869395711,0.485380116959064,0.485380116959064,63,FALSE,TRUE,0.0,0
1062,7a2be6264d70faf7f97d12a3f8a252335268359f,1318432669,0.0,0.0,4,2,2,2,1,0.91829583405449,false,,,,,11,1040836,14,,11,,,11,,,7,,,0.10126582278481,0.569620253164557,0.569620253164557,6,FALSE,FALSE,0.0,0
1063,7a3b4033f07f8c2144a36c1f12b1b9281cfb9a69,1395236206,0.0,0.0,26,0,2,2,1,0.235193381819241,false,,,,,41,166147,170,,346,,,195,,,287,,,0.037696335078534,0.341492146596859,0.363874345549738,26,FALSE,FALSE,0.0,0
1064,7a5b3f36621212230e5f51d1076123c915c0346c,1347113214,0.0,0.0,0,1,1,1,1,0,false,,,,,2,1960330,3,,11,,,11,,,11,,,0.0383386581469649,0.763578274760383,0.766773162939297,1,FALSE,FALSE,0.0,0
1065,7a5b8822791dc9af0afe7166af34c6fb5277f81c,1319511919,0.0,0.0,18,1,2,2,1,0.485460760745913,false,,,,,3,460951,3,,0,,,0,,,0,,,0.00862068965517241,0.508620689655172,0.508620689655172,19,FALSE,FALSE,0.0,0
1066,7a95f73ad7b295ddd2313152973c6da2c78fac76,1316788518,0.0,0.0,0,35,2,2,1,0.591672778582327,false,,,,,1,29178,1,,36,,,35,,,8,,,0.529411764705882,0.176470588235294,0.588235294117647,35,FALSE,FALSE,0.0,0
1067,7ab7e70559733a97eb0c77442bfaae7e7e10b790,1392956121,0.0,1.0,0,14,2,2,1,0.863120568566631,false,,,,,16,808602,18,,672,,,586,,,208,,,0.247044917257683,0.821513002364066,0.864066193853428,14,FALSE,TRUE,0.0,0
1068,7ad40bf95f87d92ff611c6b014c07e87b7fe8bfa,1398990493,0.0,0.0,27,0,2,2,1,0.76420450650862,false,,,,,48,36266,80,,19,,,19,,,3,,,0.000504859270478354,0.144894610627288,0.145273255080146,27,FALSE,FALSE,0.0,0
1069,7ae506a4b1829fbd8cbecc0a6b267f76230face7,1396902467,0.0,1.0,79,8,5,2,1,0.93029948203502,false,,,,,62,459833,181,,4,,,4,,,4,,,0.000644911647104347,0.366180833225848,0.366180833225848,87,FALSE,TRUE,0.0,0
1070,7af1f66363509e4196a4cc4ed3885dc73639c4be,1376974066,0.0,0.0,0,272,3,3,1,0.534366846022825,false,,,,,33,2091392.33333333,99,,304,,,304,,,301,,,0.0525766016713092,0.304839832869081,0.326427576601671,272,FALSE,FALSE,0.0,0
1071,7b458073cefac296f41c11ffacb0f18785f127d8,1346724719,0.0,0.0,0,56,2,2,1,0.954434002924965,false,,,,,11,1660890,15,,335,,,334,,,7,,,0.0720720720720721,0.801801801801802,0.801801801801802,56,FALSE,FALSE,0.0,0
1072,7b8402ed3ba734836119441bdf1a6d6c661c8df2,1396899611,0.0,1.0,3,1,1,1,1,0,false,,,,,36,1401002,74,,2214,,,1711,,,2115,,,0.27296181630547,0.462332301341589,0.601780185758514,4,FALSE,TRUE,0.0,0
1073,7b9c283203479cb9916951e1ce1f466f197dea36,1389387473,0.0,0.0,0,0,1,1,1,0,false,,,,,4,4413629,4,,481,,,428,,,345,,,0.564437194127243,0.368678629690049,0.67862969004894,0,FALSE,FALSE,0.0,0
1074,7bbd215da8ba8877d134c994c72dcfbdcd0a664a,1377078439,0.0,0.0,0,15,2,2,1,0.836640741941167,false,,,,,4,1845095.5,5,,423,,,370,,,73,,,0.339449541284404,0.876146788990826,0.944954128440367,15,FALSE,FALSE,0.0,0
1075,7c1fe4a0625274421a62dd14f9957dcc98c4e247,1395252195,0.0,0.0,72,7,2,2,1,0.870188335208278,false,,,,,19,436243,39,,297,,,189,,,4,,,0.00325520833333333,0.790364583333333,0.790364583333333,79,FALSE,FALSE,0.0,0
1076,7c221c157bf8e933f469e74c2812fc361e65c56b,1398308312,0.0,0.0,30,11,1,1,1,0,false,,,,,2,2484971,2,,38,,,38,,,35,,,0.030664395229983,0.339863713798978,0.361158432708688,41,FALSE,FALSE,0.0,0
1077,7c4d93502697c03d244a57f47cc90a8db6408df1,1317304906,0.0,0.0,557,541,9,6,1,0.539853610154945,false,,,,,11,104641.333333333,19,,64,,,63,,,35,,,0.679245283018868,1,1,1098,FALSE,FALSE,0.0,0
1079,7cb8d131bff574e9a62e2ed08e227cc2f0639ed3,1320972718,0.0,0.0,2,2,1,1,1,0,false,,,,,1,3824774,1,,38,,,38,,,12,,,0.147727272727273,0.534090909090909,0.636363636363636,4,FALSE,FALSE,0.0,0
1080,7cbffe6560255b2e44066ce660d5135da6151fc8,1396626400,0.0,0.0,3,4,1,1,1,0,false,,,,,154,161181,462,,1889,,,1565,,,986,,,0.127502906601214,0.426689058261207,0.46402273608061,7,FALSE,FALSE,0.0,0
1082,7ccddf002ceac7e299a5b612ccbe7b63f6f84b2c,1395696924,0.0,0.0,14,1,2,2,1,0.566509506552905,false,,,,,55,1185464.5,134,,59,,,59,,,59,,,0.00781758957654723,0.468013029315961,0.469055374592834,15,FALSE,FALSE,0.0,0
1083,7ce40a7486b23a400dca4112c6ab36658912dcef,1316198883,0.0,0.0,9,8,1,1,1,0,false,,,,,3,76675,2,,37,,,37,,,35,,,0.878048780487805,1,1,17,FALSE,FALSE,0.0,0
1084,7cfb0388fff7a1282141ed50b9b6d6cf65af55a1,1368017562,0.0,0.0,0,2,1,1,1,0,false,,,,,2,19857591,1,,949,,,811,,,59,,,0.119047619047619,0.920634920634921,0.950396825396825,2,FALSE,FALSE,0.0,0
1086,7d1e49a08a170ecf4e2546b25c67d4a8d41fd34a,1394168594,0.0,0.0,1,0,1,1,1,0,false,,,,,3,283472,3,,1063,,,909,,,607,,,0.65943600867679,0.776572668112798,0.776572668112798,1,FALSE,FALSE,0.0,0
1087,7d22153d05c67bb0bf4838efdb17b3360ec2e367,1393024444,0.0,0.0,0,271,5,5,1,0.529323843739684,false,,,,,86,248790,355,,982,,,760,,,919,,,0.124123043712898,0.305180787911495,0.3815434430653,271,FALSE,FALSE,0.0,0
1088,7d3e60663d57745e7f483c6638150a4973eb5f75,1360777187,0.0,0.0,0,0,1,1,1,0,false,,,,,12,163492,23,,12,,,12,,,8,,,0.00233523611831863,0.162688116242865,0.163725998962117,0,FALSE,FALSE,0.0,0
1089,7d8a78a29128debe7ed49bea394f952f37cee498,1394748574,0.0,1.0,180,23,7,6,1,0.868821896679148,false,,,,,75,796076.428571428,237,,31,,,27,,,31,,,0.00421329822251481,0.15194206714944,0.154707044107966,203,FALSE,TRUE,0.0,0
1090,7dae4978e4f3cd693a2672d1126d91e80a74abf1,1367130743,0.0,0.0,0,0,1,1,1,0,false,,,,,23,134,55,,911,,,878,,,875,,,0.198549410698096,0.196282864913871,0.36128739800544,0,FALSE,FALSE,0.0,0
1092,7db75002668dfc9d91914feaea67f49f947099b9,1351206898,0.0,0.0,0,1,1,1,1,0,false,,,,,11,161050,20,,1,,,1,,,0,,,0.000360490266762797,0.537851478010094,0.537851478010094,1,FALSE,FALSE,0.0,0
1093,7dba1d9aa989760b190f1cf3bad2ed22bb2e2fc5,1317079323,0.0,0.0,4,7,3,3,1,0.826074224242703,false,,,,,6,279285,6,,1,,,1,,,1,,,0.0540540540540541,0.702702702702703,0.72972972972973,11,FALSE,FALSE,0.0,0
1094,7dde9096211eb5a0c116bdd3e9371734e9a39ab5,1336176517,0.0,0.0,0,1018,3,3,3,0.634364399564481,false,,,,,32,1965661,64,,95,,,95,,,95,,,0.585365853658537,0.201219512195122,0.615853658536585,1018,FALSE,FALSE,0.0,0
1095,7dfbd785b067e8875bc2f241827c71d39b69cd74,1336401702,0.0,0.0,0,185,3,3,3,0.656773797067513,false,,,,,28,40456,59,,74,,,74,,,73,,,0.44311377245509,0.604790419161677,0.688622754491018,185,FALSE,FALSE,0.0,0
1096,7e1b935acba6c4c088421cb5575d96c46000e5d9,1394139720,0.0,0.0,47,31,16,13,1,0.955737974974169,false,,,,,294,131860.5,2052,,34,,,31,,,33,,,0.00451647183846971,0.333687566418704,0.335148777895855,78,FALSE,FALSE,0.0,0
1098,7e845f4af6f89253d9c47645875aa67ef24ebee3,1337296492,0.0,0.0,0,0,1,1,1,0,false,,,,,24,1226702,48,,32,,,30,,,3,,,0.00262123197903014,0.447575360419397,0.448230668414155,0,FALSE,FALSE,0.0,0
1099,7eb38208af73fe1cce511844006f58ed87e69fed,1401178948,0.0,0.0,6,4,1,1,1,0,false,,,,,8,1847715,10,,30,,,30,,,0,,,0.000618429189857761,0.735930735930736,0.735930735930736,10,FALSE,FALSE,0.0,0
1100,7eb3dd3f7badfb58f32e2414860549b5d4de9927,1379676608,0.0,0.0,0,1,1,1,1,0,false,,,,,152,7092,736,,123,,,114,,,123,,,0.0203645918870094,0.140581376252258,0.156019050747249,1,FALSE,FALSE,0.0,0
1101,7ebb81c0f64a866bb55176462a6147363ee352c5,1345609230,0.0,0.0,0,0,1,1,1,0,false,,,,,17,1368,24,,3,,,3,,,3,,,0.133333333333333,0.0666666666666667,0.166666666666667,0,FALSE,FALSE,0.0,0
1102,7ed3452d10bfa51957554030425a09d029deff61,1340983333,0.0,0.0,0,15,2,2,1,0.566509506552905,false,,,,,16,66170,26,,41,,,41,,,40,,,0.0232163080407701,0.34881087202718,0.362967157417894,15,FALSE,FALSE,0.0,0
1103,7edbac2015c5de129aa87f72ff0dad91342655ba,1325722653,0.0,0.0,0,3,1,1,1,0,false,,,,,7,225957,7,,126,,,126,,,123,,,0.268398268398268,0.383116883116883,0.564935064935065,3,FALSE,FALSE,0.0,0
1104,7eeee584ad64b5a76c029641243a8fca2c875772,1317305214,0.0,0.0,1,1,1,1,1,0,false,,,,,2,4780254,3,,16,,,16,,,0,,,0.2,0.6,0.6,2,FALSE,FALSE,0.0,0
1105,7ef0887b3c21362f39ea6aeb8e4dd3e99be2e2a3,1392856863,0.0,0.0,0,2,1,1,1,0,false,,,,,4,363266,12,,611,,,480,,,260,,,0.311827956989247,0.38231780167264,0.530465949820789,2,FALSE,FALSE,0.0,0
1106,7ef98b44374945cd157b125a9b46ee5727d285fe,1381745467,0.0,0.0,0,1,1,1,1,0,false,,,,,127,188309,522,,1324,,,1199,,,504,,,0.0801205775027765,0.511661113755355,0.511978422973187,1,FALSE,FALSE,0.0,0
1107,7f058d7c50b65c5485a27403e460643ca09a460e,1313262458,0.0,0.0,2,0,1,1,1,0,false,,,,,0,0,0,,7,,,7,,,7,,,0.470588235294118,0.941176470588235,0.941176470588235,2,FALSE,FALSE,0.0,0
1109,7f37543cb682403274d402f0630545cf2fb765be,1318889838,0.0,0.0,177,265,3,2,1,0.644471999011221,false,,,,,0,0,0,,94,,,93,,,47,,,0.505263157894737,0.463157894736842,0.715789473684211,442,FALSE,FALSE,0.0,0
1110,7f512fd0ac59ccb0d087e2f2e9aa30802dea894b,1395791036,0.0,0.0,317,386,17,9,1,0.922254727899232,false,,,,,61,931028,172,,71,,,71,,,64,,,0.0542570951585977,0.303839732888147,0.310517529215359,703,FALSE,FALSE,0.0,0
1111,7f5a647a6967abb41d8886d9ce56bd7608c343b0,1381994889,0.0,0.0,0,2,1,1,1,0,false,,,,,13,10000747,16,,27,,,22,,,6,,,0.00110062893081761,0.287421383647799,0.288050314465409,2,FALSE,FALSE,0.0,0
1112,7f5e7c945821b75bd7321bfd0b0c63f2888ac72e,1396413853,0.0,0.0,2,2,1,1,1,0,false,,,,,4,1303664,6,,18,,,18,,,18,,,0.0177073625349487,0.833178005591799,0.835041938490214,4,FALSE,FALSE,0.0,0
1113,7f643ca464194067c70d86efdc262daa9d2d3a92,1394184686,0.0,1.0,5,5,4,4,1,0.960964047443681,false,,,,,23,410654,52,,72,,,72,,,63,,,0.0424684804246848,0.372262773722628,0.395487723954877,10,FALSE,TRUE,0.0,0
1114,7f6a6cdfc95610cea0a6e4bb01e7de330e1f76d4,1394066337,0.0,1.0,1,1,1,1,1,0,false,,,,,2,116716,3,,279,,,212,,,111,,,0.124031007751938,0.765227021040975,0.817275747508306,2,FALSE,TRUE,0.0,0
1116,809d9f3dc5a8aa332e7eacf3d681720042b5e9b7,1394788675,0.0,0.0,149,16,4,4,1,0.543018101417565,false,,,,,14,614449.5,24,,19,,,17,,,15,,,0.0166493236212279,0.714880332986472,0.714880332986472,165,FALSE,FALSE,0.0,0
1117,80e196069fa94edb8981415f9b8d432bbf92888f,1317397358,0.0,0.0,118,102,11,3,1,0.83669879407816,false,,,,,2,139101.090909091,2,,7,,,7,,,5,,,0.0952380952380952,0.619047619047619,0.619047619047619,220,FALSE,FALSE,0.0,0
1118,80eb1faf1b9466176a0fbf1f8a8b18cb500c6811,1395958913,0.0,1.0,37,6,2,2,1,0.990224690219868,false,,,,,30,260318,51,,107,,,107,,,100,,,0.0968360498561841,0.788111217641419,0.799616490891659,43,FALSE,TRUE,0.0,0
1119,8117306c65f07464c586f9518d83214715611623,1352312590,0.0,0.0,0,0,1,1,1,0,false,,,,,58,450432,137,,810,,,798,,,772,,,0.266735679779158,0.338509316770186,0.47688060731539,0,FALSE,FALSE,0.0,0
1120,815dd8c4ea026b4064a853c7ad5bab47afec06b6,1394220645,0.0,1.0,44,4,2,2,1,0.738284866143451,false,,,,,1,1259,10,,42,,,42,,,34,,,0.0376344086021505,0.361290322580645,0.364516129032258,48,FALSE,TRUE,0.0,0
1121,816c73e0151f5d75e591e8bf490974855037ea58,1378564155,0.0,0.0,0,0,2,2,1,0,false,,,,,14,501516,22,,58,,,58,,,2,,,0.00639658848614072,0.571428571428571,0.571428571428571,0,FALSE,FALSE,0.0,0
1122,8196ed944766468616249936495cb8565ee71aee,1397686131,0.0,0.0,57,22,10,5,1,0.757249164666976,false,,,,,139,1056871.3,415,,34,,,30,,,34,,,0.0044762757385855,0.13364880419491,0.136334569638061,79,FALSE,FALSE,0.0,0
1123,81c8c3ab19d838e14c528753854340a8a4b4f66a,1321316388,0.0,0.0,8,6,2,2,1,0.591672778582327,false,,,,,1,3498,2,,195,,,194,,,126,,,0.557017543859649,0.219298245614035,0.675438596491228,14,FALSE,FALSE,0.0,0
1124,820399eb4dbb3b6ceebd5c50de10028ec7bf199f,1395867398,0.0,0.0,109,21,2,2,1,0.881290899230693,false,,,,,23,1264825,29,,6,,,6,,,6,,,0.00675024108003857,0.468659594985535,0.471552555448409,130,FALSE,FALSE,0.0,0
1125,820b470e938dd4b490cbda9c9bc1b2d22785629d,1334936692,0.0,0.0,0,4,1,1,1,0,false,,,,,25,62539,76,,460,,,460,,,440,,,0.323313782991202,0.200146627565982,0.45307917888563,4,FALSE,FALSE,0.0,0
1126,822208fd34214280e052903a23116847e29dec83,1341897571,0.0,0.0,0,2179,14,6,1,0.672146866910883,false,,,,,36,1218598.14285714,112,,744,,,743,,,455,,,0.247826086956522,0.619021739130435,0.619021739130435,2179,FALSE,FALSE,0.0,0
1127,822f3069cd485215e863bc142b0e05d7bd1d52e6,1400055013,0.0,1.0,9,9,3,2,1,0.965633607142825,false,,,,,179,561247.333333333,772,,16,,,16,,,10,,,0.00137913741223671,0.210130391173521,0.210130391173521,18,FALSE,TRUE,0.0,0
1129,8241aef9291ba554f891da2d994c4b0795ef8002,1398153224,0.0,0.0,1,0,1,1,1,0,false,,,,,30,2315899,52,,16,,,16,,,10,,,0.0090684253915911,0.00494641384995878,0.0131904369332234,1,FALSE,FALSE,0.0,0
1130,8259245c4ae11dc13aaf6d82a7b6dd5ed48763a6,1362491796,0.0,0.0,0,2,1,1,1,0,false,,,,,4,332927,5,,0,,,0,,,0,,,0.00139470013947001,0.410041841004184,0.410041841004184,2,FALSE,FALSE,0.0,0
1131,825ae4430f82b01cff8664a524db18766b6cdbc1,1378892882,0.0,0.0,0,23,2,2,1,0.932111567616675,false,,,,,71,58534,163,,6,,,6,,,6,,,0.00116666666666667,0.228833333333333,0.229166666666667,23,FALSE,FALSE,0.0,0
1132,82804eb46542b2fdaef8b6db8696b50dbf5b7210,1321298098,0.0,0.0,83,44,6,4,1,0.885812474808395,false,,,,,23,786475,31,,30,,,30,,,17,,,0.081447963800905,0.253393665158371,0.307692307692308,127,FALSE,FALSE,0.0,0
1133,82991afa9d1f5ecfda9e9ca44eb2cabbfad971d2,1384162851,0.0,0.0,0,21,1,1,1,0,false,,,,,42,461084,88,,1796,,,1526,,,1699,,,0.259264907732195,0.192466066798841,0.397437852676529,21,FALSE,FALSE,0.0,0
1134,82ab1f56a28dea1cfe189cd5e5e2c9971615dca9,1393023645,0.0,0.0,0,1,1,1,1,0,false,,,,,11,1372743,15,,2,,,0,,,2,,,0.000404803670219943,0.411685332613682,0.411955201727162,1,FALSE,FALSE,0.0,0
1135,82ab838ffa950f3a92e98466834ab925e68848e5,1377552202,0.0,0.0,0,3,1,1,1,0,false,,,,,21,704738,55,,110,,,104,,,43,,,0.0788530465949821,0.512544802867383,0.526881720430108,3,FALSE,FALSE,0.0,0
1136,82bef282c93a574ee5cfb2b34e0d8c077c2a7efe,1317222087,0.0,0.0,8,8,1,1,1,0,false,,,,,6,127199,6,,5,,,5,,,3,,,0.0869565217391304,0.608695652173913,0.630434782608696,16,FALSE,FALSE,0.0,0
1137,831b6b5d38c267e70c9a1dcd59234f154f832066,1395863785,0.0,0.0,3,2,1,1,1,0,false,,,,,182,164364,928,,120,,,120,,,120,,,0.0157347204161248,0.34668400520156,0.347204161248374,5,FALSE,FALSE,0.0,0
